carparkNo,latitude,longitude,distance to cbd (km),distance to nearest shopping mall (km),distance to nearest university (km),distance to nearest pre-school (km),distance to nearest primary school (km),distance to nearest secondary school (km)
B0018,1.278946666762199,103.84074437375571,1.3138592847975006,4.266248922603917,3.117995079591715,0.2620876433264506,0.4282099684193298,0.9285095258126409
B0020,1.3009526501289133,103.86004484465717,2.110725628829353,6.475177867356995,0.3527721385804509,0.4271560933840092,0.472904308779465,2.062557400421716
B0022,1.3121023013793585,103.86022624651685,3.2642068029494,6.880291434268401,1.1832723709883668,0.8328495643882504,0.9182862443985395,0.9197061196058057
B0023,1.3236170292592027,103.86557758209938,4.6610256729064,7.98387781949534,2.583401656316178,0.3234261177795633,0.23448634497542484,0.5688260121238634
B0025,1.3011559817699756,103.85840941791858,2.055646192447003,6.303388590859454,0.17534970864604044,0.4947578221779849,0.36534932000703463,2.005976222178921
B0028,1.3216370258681256,103.85319513468113,4.173802469032182,6.698648563505703,2.2235014013988055,0.3815588816134773,0.44831385257475015,0.40017169454766577
B0029,1.3246793498140557,103.84963764340708,4.510309869728836,6.579038283822131,2.6493600638227126,0.6505208606536201,0.606174424429483,0.9191124562159317
B0031,1.3141110311462287,103.85960539693768,3.4580549566329672,6.908045506877113,1.380596303147602,0.7858579797793189,0.8283121785873864,0.6982356269383221
B0032,1.3390889295850852,103.77639634689156,10.34349225541739,6.435651906317172,1.1919355457723482,0.40994954579943504,0.07336696253068328,1.0532928028618063
B0033,1.3262158334361198,103.84952323334346,4.680609917886436,6.6763898650033,2.815125239860218,0.5635307353924849,0.5599173194708903,0.9802541016708799
B0035,1.307434072042492,103.85169385852043,2.5989777207325258,5.80508246712514,0.8517904003403682,0.6410261351124178,0.49822238446872935,1.3670371769541738
B0042,1.319595325548177,103.68435864865758,19.01050899004303,13.711004867976316,2.7692910477415236,2.227506479846954,2.243908370672394,2.1403722755431804
B0045,1.2761613638928557,103.83618308099842,1.9050320459863646,3.863090235698747,3.6710454204390714,0.5481927432354662,0.4729722792676056,1.1495072684239356
B0052,1.2811851246397492,103.84360576223798,0.9254483344566009,4.531725880538183,2.7339798476954003,0.5790154405682284,0.7668746353879061,0.9311217890675546
B0062,1.3071671193653343,103.85062374490197,2.571019319861918,5.683683729144785,0.9195696402383587,0.6658501459145183,0.5260147575098152,1.4379762313847997
B0063,1.3473952304979198,103.76148104730629,12.228007208801744,8.089806318512936,2.6433643270802945,0.4179977102935627,0.5646588554143132,0.5767548879635486
B0067,1.3352933206384174,103.88558164865265,6.831904257585565,10.557408810139302,4.872308498322314,0.6081489805933957,0.987805278969296,0.6008436983525347
B0069,1.3204954163780562,103.9399385156368,10.644486159908995,15.625271596118395,3.3527489489288946,0.38001837388083387,0.5017445332344922,0.5885080553494478
B0073,1.2814016211191142,103.84809054019605,0.4678968198021694,5.021935715474404,2.474800712745536,0.9427538534901888,1.112323169346577,1.3446929990861138
B0082,1.3443454602186455,103.857771736664,6.717137877399057,8.716256049361586,4.694150703932749,0.6412711353165464,0.5217505076468563,0.67323725614766
B0084,1.300720622397272,103.86049444187195,2.1112426241342606,6.518159046033712,0.40828374238076104,0.43999628227184334,0.524641676293954,2.0995231888964674
B0086,1.3502437528097613,103.76141824320408,12.41708471878565,8.353040548155624,2.904689080705102,0.7304905160862674,0.7602434632061353,0.8838335679848528
B0087,1.3013034071472223,103.86037519945214,2.1620043456680973,6.519875255187623,0.37940499283163687,0.3797892255097342,0.4684303063191613,2.0338165451487327
B0088,1.3208824942580355,103.95521451777427,12.248419816913781,17.292275427473584,2.2963506516285057,1.0070836577146334,1.182717644275266,0.6651319925755231
B0090,1.3023519999949795,103.67943175420542,19.253412609611928,13.89146463175643,4.6848818291819505,4.210482549227057,4.2170045226989314,4.116163638923565
B0092,1.308682268236453,103.8541998183374,2.7537885393119197,6.115479731448217,0.8128905584452352,0.6160121230275107,0.49558591368622584,1.164968697198206
B0099,1.3142215116789029,103.8610435461857,3.5150519229752697,7.0584035654965405,1.4342166559814795,0.7590846585493671,0.88227319857862,0.7980127743965659
B0100,1.3629064592604478,103.8711185284715,9.002557260433008,11.230225760097483,6.925900015136802,0.4266032827942078,0.4430186393516744,0.394669137960848
B0101,1.3270814500381154,103.75087173947735,12.169066898287037,7.2941585782807605,2.778249872018606,1.2635292283626107,1.3846068306885624,1.0478899460625473
BL001,1.2824878802977204,103.85089510084994,0.17155151479790237,5.317140638428217,2.2520588906304466,1.270641411354439,1.4344829159170973,1.5955925870418692
BL008,1.286582140779026,103.84821870264284,0.46491139757405653,4.9902452478743395,1.9564906402073852,1.3591841916080927,1.5437479802104876,1.2344034057456896
BL009,1.2877213997561372,103.84809671797693,0.5620068066452043,4.975366942917872,1.8557365608007252,1.4559972507984398,1.4775627110386407,1.2280876616306249
BL010,1.2861307018727863,103.84909356539674,0.3585821117524401,5.088953861139719,1.9540292965047859,1.3797417501666813,1.5638006288603907,1.332417891223451
BL011,1.2856216552103314,103.84842849716597,0.3858097081410053,5.017138264615869,2.038069406425792,1.2891281064046525,1.473748883673448,1.261589563332695
BL014,1.281878371827942,103.8478848800137,0.4581628005764451,4.992288259925288,2.4360720176360964,0.9551830062705141,1.1288676181399204,1.3023258442350718
BL015,1.2809649086337982,103.84730633299999,0.5668890684108359,4.942452812865642,2.5547835036709876,0.8434869289473712,1.0141868127015647,1.2883192311452467
BL016,1.2825351046222213,103.84720409767286,0.49826798376938075,4.908301911420476,2.4037355770568456,0.9452629399216157,1.1252998990029721,1.2046617443956729
BL019,1.2844914856026155,103.84422420515202,0.8077763328417437,4.557509124733256,2.394310779992623,0.939557431832774,1.12656035953588,0.8208648832336011
BL021,1.2790593598534763,103.84422399351055,0.9689571339150641,4.64185389290629,2.899317689195496,0.4421997384064245,0.6183757708940888,1.1415671384395865
BL022,1.2785615278795994,103.84419495337653,1.0032104103466166,4.650233136919651,2.9489565360717394,0.4079349810544394,0.5782785914001786,1.1797699439818419
BL023,1.277192301413713,103.84457893741421,1.068573457013516,4.726603696746224,3.0627689121954242,0.3938157595504306,0.5294366779409129,1.3229088414765366
BL031,1.2783863526723962,103.84053926121281,1.3613710622979573,4.258434317729248,3.181735195959858,0.20658249683459315,0.3643621736221324,0.9755976566594429
BL032,1.279216409831758,103.84135963475319,1.2391907473886579,4.326495367488525,3.0541841340417917,0.290649268185629,0.4702001089118482,0.9343037681050987
BL033,1.2796040087127794,103.84196695679235,1.1598895756534593,4.3836682045484405,2.98058330768286,0.3460190407394257,0.5314613425468947,0.9347929565646375
BL034,1.2807475836466824,103.84195254986099,1.1152227365299725,4.358286214547049,2.877801747393411,0.46835667055369423,0.6509999550522411,0.8335947727127279
BL041,1.2886324698033718,103.8477430988223,0.6644287047432852,4.937272738166745,1.7938001125775223,1.522488258671451,1.403726245550697,1.2044568924959407
BL046,1.2846244918993246,103.849129877828,0.27053012201225396,5.10108904273776,2.102302611033968,1.2600314475339516,1.4404348074603028,1.3520204558585773
BL053,1.2800609456715224,103.84909536306598,0.5024329481882578,5.154682444339973,2.570784517109421,0.969631298502884,1.122081854590538,1.5110136219059194
BL054,1.2812244676591857,103.84826819549795,0.4645714439510233,5.0442301714630675,2.4849396527775323,0.9484612316808559,1.1158062584245558,1.370899872360825
BL055,1.279748416696398,103.8474596295561,0.6420321506861238,4.981055261744084,2.6704295077962286,0.7897329244027426,0.9482084658152533,1.3718110183127963
BL060,1.2832991870368622,103.8431531261851,0.9272334090823062,4.450870043158888,2.5712499080313838,0.7753425972723915,0.9606205288068452,0.7589913139140859
BL061,1.283129090734506,103.8439851843999,0.836708338253619,4.544963239207454,2.532163205544572,0.7904219595757548,0.9779692030542276,0.8500399446907381
BL062,1.282240659499805,103.84488940004991,0.7548706681800591,4.656528784479146,2.5588109070671203,0.7533964671278641,0.9403782826364447,0.984623798598157
BL067,1.281368152131376,103.84519839452814,0.7523856648343801,4.703841805703747,2.623855780630321,0.6977664151398283,0.8818038901471074,1.0632755789734345
BL076,1.2777539318059052,103.84330576026419,1.1359079325125374,4.574113500714378,3.0752991852340763,0.27761940613410596,0.4449937122492383,1.1878504204096954
BL077,1.2801072720663471,103.84180452795938,1.1548667636508638,4.3550117892020515,2.9450758384573192,0.3956839581890676,0.5784430829489832,0.8790648771161377
BL092,1.29643959343453,103.85454063769355,1.4249678149439629,5.775469263395224,0.6637542620403836,1.1710267106088268,0.9255860762208797,2.227178472725563
BL093,1.2965245741878513,103.85565484429627,1.468670117238728,5.899287968825555,0.6134417638215808,1.0889435766789768,0.8814306222106275,2.3403065295672807
BL094,1.2981911559071964,103.85582786821676,1.6500105807736276,5.951713497732823,0.4309631870633707,0.9304884548998491,0.6977762907055765,2.3120287707170935
BL109,1.3050379233283582,103.85312199043152,2.3412038528559664,5.860218115421823,0.5553309822396163,0.900667373063504,0.483044655914643,1.582400790713834
BL111,1.3041239859948006,103.85411542609394,2.2522938075427925,5.932883182225441,0.40598466429950114,0.7910253719774425,0.3660607694455433,1.6660731732770517
BL112,1.3044276003488524,103.85442413232872,2.2902741298329428,5.975939178748555,0.40180431363014074,0.754996779844881,0.33148722000133946,1.6292156888347789
BL116,1.3064076459314924,103.85267916741435,2.489046435356139,5.865617483487175,0.6939743855346047,0.773686707141115,0.5747548627610973,1.4447425932256859
BL118,1.3056093715522543,103.85422551208146,2.4167463703653445,5.9970063932165685,0.5146037960448044,0.7841894417602114,0.38180761079018155,1.5014863483086698
BL120,1.3072435797242372,103.85385446588803,2.591510883510419,6.020811090405253,0.6878059377952245,0.7325176532730197,0.5115061900438044,1.3280795011882593
BL124,1.3090956899369541,103.85382087074017,2.7949484336860504,6.094174594780191,0.8715962773968892,0.554266353038452,0.43341166616540405,1.1270937079509287
BL128,1.3073391335543096,103.85619363124125,2.6413959532255697,6.2680121909534,0.6083886889180097,0.6328167574609654,0.36187830626305884,1.301376789477957
BL132,1.3094338411343693,103.85518085688622,2.8501984867786168,6.2481823021102985,0.8577765567631048,0.6025738384028541,0.5297402492236926,1.0707968931198393
BL137,1.309295558465115,103.85742453872801,2.8821389841035523,6.473563764823139,0.8190134265283014,0.6652742777280074,0.5523898952585184,1.0998687533760358
BL138,1.3061829247914518,103.85611897937677,2.5145190516335973,6.216846112553487,0.4840373379427147,0.5913401256107058,0.25233701657127067,1.428887507513647
BL141,1.3083530196981028,103.85760809408355,2.78576854924474,6.454794378140003,0.7165574443590677,0.5738128533191189,0.4487600317779912,1.206044437558986
BL144,1.3095119979398833,103.85837294505234,2.9313460894693226,6.580493769815981,0.855096422713763,0.6246239373016697,0.5863996358483022,1.0993842463802244
BL151,1.3104981902410295,103.8611963645053,3.131093889983204,6.912809674152182,1.0583717914435753,0.6483221172171578,0.8051273841152302,1.1273053144216907
BL172,1.3024723783782206,103.85843640347143,2.1922603814874084,6.342433436219544,0.17007071761036843,0.3900276240570736,0.23268819215025727,1.8625983146744745
BL177,1.3012735516954075,103.86025962283824,2.153191720249668,6.506597658309582,0.3673532710641066,0.38629550265583024,0.4618149781426596,2.0338054815800173
BL180,1.303114143159975,103.86104980306648,2.37448628346787,6.64173969088968,0.4683572383466905,0.16905316461738065,0.42683032360451484,1.863126368289268
BL192,1.364271106514869,103.86537523115335,9.017548850221742,10.928235483022158,6.959108740499668,0.8183950793792931,0.7485460511225068,0.7073065329903633
BL193,1.3636638634583826,103.86534403023457,8.95080785863957,10.874038449536725,6.892103438219822,0.8428376160627514,0.6835378000554926,0.6928898535588334
BL196,1.277023818125015,103.83671959297665,1.8096670179039949,3.88977084456518,3.559424208487064,0.4885452171965258,0.4516982956727295,1.0503088367904077
BL201,1.3072839645080891,103.85697940875255,2.654279163803956,6.347979890152517,0.595346567113109,0.5540296127551516,0.3332550547507223,1.3136137506479193
BL204,1.3050340868251737,103.8524489114989,2.3360592224026546,5.789383709070736,0.615359899535704,0.9164396354848321,0.5569574833633774,1.5984053057437497
BL208,1.3018329255946095,103.85975745411886,2.184251986223155,6.467003249510496,0.3049666466650479,0.34921763995250127,0.3784868616789066,1.96048231547058
BL209,1.2816975255759104,103.8453644055372,0.7220495941626792,4.716925037710517,2.583081383469886,0.737449831167028,0.9218871651640247,1.0601749429902823
BL210,1.3032753797470096,103.85961315994814,2.3234580608279947,6.492129108370031,0.3264119172056,0.23235048122537713,0.27111281920775093,1.801617756984367
BL212,1.3099550989589381,103.9016373779623,6.282021388567776,11.209432607429838,5.044973249821184,0.7118315041303679,0.25817959315830374,0.5092258367658468
C0004,1.2881214688770466,103.8478160448851,0.6158386503018445,4.944430364955633,1.8357577641051839,1.4774715542581758,1.4316712148627557,1.2027803830707746
C0009,1.3079550538859843,103.8512029092722,2.656611287618713,5.776703348642133,0.9311838895699813,0.578596101349249,0.4363621712373109,1.332634312379255
C0011,1.3436489922393688,103.77515685464903,10.757155465305187,6.946887069510167,1.6958826232065294,0.6367172520832172,0.5946861248905962,1.5211292726137338
C0018,1.286425706351125,103.84913301132453,0.3784436736308037,5.092392437679157,1.9229695967682698,1.4075976495967009,1.592081280356299,1.336170379730356
C0022,1.282722110706202,103.84709263133252,0.5042055800034042,4.893647630911938,2.391039335397746,0.9509737518378678,1.1321740426355416,1.1856532948312488
C0028,1.3069729987652294,103.85301438474325,2.5537237425460133,5.922820814273964,0.7163723121836123,0.7243896885677926,0.5705963525869596,1.3753284011227391
C0036,1.307636358275032,103.83033205096147,3.521387359594644,3.726854883230181,3.0368809001725294,1.8414658305036928,1.2002007080271944,1.456521576655044
C0038,1.3083780065461317,103.8318309871608,3.4756445313150297,3.909909091043106,2.8931585085792713,1.9431128047640402,1.0214705674193272,1.317848202641689
C0039,1.3234303154072902,103.80918168228415,6.419973958733598,4.0120439730518385,3.7537032929494885,2.306153523377584,0.3597734166724811,0.3814979122053265
C0041,1.3309849716024187,103.71246828966147,16.320187619044017,11.197601641479883,3.6324917933149776,0.9466052996533204,0.9591410725130316,1.2469165409139227
C0045,1.3361019098459483,103.71408372816312,16.340938272086976,11.292765381004514,3.6102895757176308,0.7713566339847784,0.41443387041726304,1.0007388788214475
C0053,1.3081036415510314,103.83712942050259,3.1125997259624985,4.385140697717304,2.317274550894918,1.6357404647326337,0.45964521691612337,1.2819547564918465
C0055,1.3951437095546413,103.74230207131622,17.28593449564965,13.69613499092094,8.275854616421784,0.345778229199987,0.21821192500367909,0.576537564266525
C0057,1.3769310766398906,103.82798128150597,10.610269718999191,10.24794447915423,7.912145392401569,0.9931504925366647,0.7395252958036335,0.2931083704276401
C0058,1.2977217245805106,103.84384456273351,1.7446611445541438,4.638668135566939,1.5371603572108827,1.808877512680729,0.7835969462315168,1.4473520695427196
C0063,1.3000078105479886,103.85455755377922,1.8107863490767426,5.85686363993445,0.34461136156188993,0.8994949903776648,0.570370924000024,2.1153742345401123
C0097,1.3052064095538383,103.852612259624,2.3560115068631515,5.812878060580641,0.6116207843240695,0.9013065326438925,0.5421759327340263,1.5757295294749976
C0098,1.3056404826232364,103.85253218083072,2.403480942320918,5.820737633635194,0.6483046980554767,0.8525048269958319,0.5616549891277192,1.5310362684931027
C0104,1.3109564871388402,103.86158146332319,3.19355011441229,6.971311466986998,1.1228422353440382,0.7002520105441264,0.8708117189075212,1.1093611294589247
C0110,1.2787996339829188,103.84431729116517,0.9767424010198219,4.657946994422657,2.9193275603634845,0.4337173304948164,0.6060060788631033,1.1695525216844005
C0113,1.318616498499693,103.91011067166322,7.570596226022889,12.361630346191268,6.191088413432635,0.5065507690974679,0.7456634648667448,1.3530102426380002
C0114,1.3179047999154023,103.90733296217766,7.264743422212141,12.042802988271832,5.872585279155504,0.546184711815991,0.7285732441748499,1.2284802957224992
C0118,1.305413926671487,103.90289038941302,6.197010359210537,11.2468725331245,5.11994297787688,0.9409525285825909,0.34454675416228053,0.7296421231643714
C0119,1.3098549757025708,103.89943305397591,6.0597472620988375,10.967786508536356,4.8016608229690565,0.9341114806019885,0.4722622976941988,0.2751496761711097
C0120,1.3286782286665204,103.71811485268292,15.643312215051916,10.520574689889852,4.310200341276982,0.39111765040879226,1.0699041686173527,0.6664583728394776
C0122,1.3888724673634019,103.98723127116997,19.051406114158606,23.32260451656633,6.029538952523767,3.652674723506222,3.3311788635035198,3.5370471759031163
C0126,1.3321045456259328,103.96990056409162,14.216861422968572,19.17271562184745,1.1872714578804109,2.0017941219935076,2.232759366153849,2.026188830967653
C0128,1.3351331270826672,103.97066217283621,14.423607974768062,19.34290475387456,1.0316589817024038,1.8692186802582291,2.19516141245516,1.99769961802918
C0129,1.3367230478734808,103.97062882855391,14.490118066382811,19.387827651093968,0.9449355076315287,1.7791092016228058,2.113677894788887,1.9589056185839981
C0130,1.3312225559732167,103.96293610491901,13.463189891179677,18.39885996777421,0.9895797038601182,1.5964976838704574,1.6244480493776314,1.4149520333798544
C0132,1.3168292818542884,103.90168697048374,6.669164920859293,11.406331282720723,5.238163018221007,0.32745402728078915,0.6578601495305753,1.0235237308341676
C0133,1.2882657608784158,103.84818289117739,0.6023631766607357,4.985458279054573,1.7999138223795699,1.5121568208425795,1.4637880454644336,1.2455553193149034
C0134,1.3251516221056174,103.88507147291132,5.896325732362636,9.992886044134192,4.044462253091963,0.3257467948876604,0.273680152870973,0.8718922029651947
C0135,1.3129005266312637,103.89954006119923,6.236336484781961,11.059675880444464,4.886137914629086,0.5984763556863242,0.48939765119520023,0.5277381607373377
C0136,1.3112561564770766,103.9006582335944,6.253582994979452,11.136050387707646,4.965718895755471,0.7736142373883146,0.3274496418950105,0.4729478177555559
C0142,1.289005743758005,103.81138123513745,4.495699195407885,0.9023741837751386,3.5686924877309045,0.47206022850904955,0.5539333338147205,0.43201296748198736
C0147,1.3185994087504735,103.91074862065486,7.630944198096132,12.429338979091273,6.258326028948601,0.4847818496751058,0.6749143651884735,1.4042705312312413
C0148,1.3110998019426583,103.83975443423317,3.274525650689819,4.808254709801359,2.1739663283501653,1.2653427597283156,0.19212200503915633,1.0407794113471844
C0151,1.3915861775485394,103.98948755720816,19.433501575396456,23.68734904957682,6.411105761082478,4.0344639336774,3.7080411792178603,3.9070114694714517
C0152,1.3911521106683347,103.99140345404324,19.573363208013507,23.85092291096238,6.4705455898682525,4.176171516927488,3.8576911274770613,4.065193442537603
C0153,1.3906702746534887,103.99228507025734,19.61942416093422,23.911608358875654,6.473257601656617,4.225880699675363,3.912350441392356,4.124828784110815
C0154,1.3901022234625884,103.99417817857062,19.750727204787925,24.067402172396907,6.529145047326533,4.3676347758737455,4.062549138230279,4.28270090214787
C0155,1.3899303732904007,103.99568808628645,19.874896032662747,24.206889340817398,6.6045302300799715,4.501050290121513,4.201180382591287,4.425609043100046
C0156,1.3843590285271745,104.0010372932875,20.010379826181943,24.4591384942711,6.4749035215749995,4.770495490130983,4.515767314567997,4.770355628272828
C0157,1.3496744914710643,103.96702605378131,14.773589990878543,19.460852498155326,1.1485123131866848,0.8605569326502961,0.7235815399418294,1.0147086756603498
C0158,1.3483542679731078,103.96987103087095,14.980065401772558,19.707229942301808,1.19474916460279,1.2032403384322194,1.0659856225985411,1.3463481122184053
C0159,1.3496853081529032,103.970104014604,15.073316512677163,19.78218262898894,1.325350760748066,1.1512846142139601,1.0152161026017146,1.2775251281585884
C0160,1.351049296629876,103.96651078800816,14.799339870098835,19.4614668518244,1.2695600786986465,0.7278920611601063,0.5909393020836365,0.8685096222459602
C0161,1.3321516511290776,103.95243912155033,12.438691651157368,17.303137617875556,1.459944488335203,1.2163545123574602,0.9377896068754774,0.7923015887400492
C0162,1.2939732461835247,103.84451675349403,1.352888393574069,4.6305630916720615,1.6443555648800283,1.7560199154545417,0.964989347164753,1.1647723277471351
D0001,1.298326482278343,103.83781054027392,2.200377808012346,4.009418473016451,2.1738322725749866,1.2684836273371174,0.6261800482884786,1.3084216993571187
D0002,1.2983942629738756,103.8397324550714,2.06432714642998,4.216355807456167,1.9623942909559686,1.4442658319794228,0.7332764238017436,1.3453183377760671
D0004,1.3055297404005055,103.85379209642177,2.4023265465538084,5.94858653948956,0.5384969968336476,0.8308992268093562,0.4239264878638454,1.5164451771327965
D0005,1.3051806520929352,103.85333450415371,2.3589098939291597,5.88774657639814,0.5473969855686264,0.8779894707426086,0.46281272795740286,1.5626372279962306
D0006,1.2791213614245371,103.8430766860545,1.0740223412174514,4.515493397087406,2.958272630824488,0.3557054074023262,0.5414969364430162,1.0519177071397534
D0009,1.3088317802494722,103.8554883474075,2.789641848697462,6.2544934312948985,0.7851578531424744,0.6769941731771401,0.5443935933295714,1.1358320745560824
D0010,1.2787171670324484,103.84337154950731,1.0690629606569773,4.5570398503316145,2.9795579007357404,0.3452764948654913,0.5261444564710919,1.1073057195214835
D0012,1.3049047615589486,103.85223834598723,2.320783390781447,5.762530241334674,0.6271700869478423,0.9265419914110848,0.5783239202178707,1.617839683193597
D0017,1.325018383936054,103.81491956242606,6.097476484929016,4.329997873929782,4.36836836165279,2.87705093666117,0.902729826140494,0.7780429317517202
D0026,1.3058961275037382,103.85356732694173,2.4400766693032874,5.938669813925936,0.5854297117978255,0.8571246906777323,0.4616131829604231,1.4802848516711529
D0027,1.3095005292993638,103.90170677936716,6.266048677267065,11.20600696293118,5.043958185687137,0.7267262972822194,0.28232416234025925,0.5058870126516452
D0028,1.2893051001294153,103.82465436208547,3.0419602814432163,2.373758932572383,3.861662550239232,0.5165972123160145,0.26716525530961077,0.10567718567442559
D0029,1.3656994938321645,103.7760525051034,12.336067882442773,9.154256335954468,4.132670551456422,1.1359677105973054,0.9625937328936506,1.0835885016218851
E0009,1.3025273814902618,103.83916391954591,2.4700786534886805,4.309042573760804,1.9882079145441496,1.700430661398084,0.8099663426371637,1.785171640259513
E0010,1.3224182797829098,103.89307257769264,6.28945628212317,10.696831625582814,4.60954351097987,0.614721361991884,1.0971567166546075,1.1128056912975324
E0011,1.3020967471450926,103.83845256594292,2.4760218506525016,4.21770295520893,2.066279182558734,1.612473580899245,0.8942754630349157,1.7294075617925821
E0017,1.3033858020915803,103.90260993719535,6.085350783329473,11.1789834909254,5.076627517383297,1.133190520702346,0.39716235821181795,0.8420236808821135
E0022,1.2765852357447267,103.83773425970291,1.730188213753298,4.012076344063182,3.5272087262078573,0.373393898883157,0.32940587762432716,1.0999006554561912
E0023,1.3086487746593118,103.93624430480816,9.82351228440086,14.967138060611298,4.5742237192366435,1.2631936483439143,1.3967758306439875,0.9196559951313816
E0024,1.3073484560097048,103.9358221391092,9.7391848728614,14.89899845203891,4.714561295102114,1.4088496499467116,1.5333293933491021,0.885594401805268
E0025,1.3072658548642277,103.92958253279872,9.06904089192787,14.21103567153456,5.191789577683241,1.6141198982615632,1.4044275308470453,0.23953001245182243
E0027,1.306893520704473,103.92999292150212,9.101264274991463,14.24995802346087,5.188427144991293,1.62938583847075,1.4443355129947715,0.3010198108762025
E0031,1.3049158924924722,103.90194019108655,6.078238912186572,11.133178133351775,5.01054013854838,1.0463313677750647,0.24990717324858044,0.6735699845254838
E0033,1.3120189348688127,103.92258078166135,8.50254882872489,13.536367411941617,5.457570501332,1.3459107605537866,0.8034569918918677,0.7034344887233045
E0034,1.3159949186299562,103.90151105748694,6.6027699783177125,11.361733544750896,5.1911464723712335,0.36733957981981846,0.578926567437479,0.933759980139653
E0035,1.3142759152186891,103.90160913064447,6.512035054169921,11.321256211499716,5.147802158172271,0.5232117116651799,0.4059209450223598,0.7831978919638537
E0037,1.3122394469238723,103.92464289748166,8.72530577707359,13.766134166720649,5.256333641949088,1.4146787246044723,0.7602043291043907,0.538571992272185
F0001,1.296437369290826,103.84751121879485,1.4510726955525508,5.006090461534351,1.2183011261999617,1.7731933415178793,0.8924775746457907,1.593618942857847
F0002,1.3125175726284681,103.86017222387473,3.3062874650873715,6.8929766052622945,1.225392976732964,0.8791600255175082,0.9596059463649019,0.8780454113157378
