,Name,Address,Latitude,Longitude
301,Telok Blangah Blk 78A (DS),Blk 78A Telok Blangah St 32,1.2735039,103.8090393
302,Toa Payoh Central Blk 146A (CC),Blk 146A Toa Payoh Lorong 2,1.3345542,103.8466033
304,Toa Payoh Central Blk 79B (CC),Blk 79B Toa Payoh Central,1.3349829,103.8478998
305,Toa Payoh Central Blk 97 (KN),Blk 97 Toa Payoh Lorong 3,1.3384518,103.8479072
306,Toa Payoh East Blk 232 (CC),Blk 232 Toa Payoh Lorong 8,1.3375528,103.8588086
307,Toa Payoh East Blk 247 (CC),Blk 247 Kim Keat Link,1.3314257,103.8556789
308,Toa Payoh East Blk 261A (EY),Blk 261A Toa Payoh East,1.3337471,103.8557027
309,Toa Payoh East Blk 45 (DS),Blk 45 Toa Payoh Lorong 5,1.3358915,103.8539173
310,Toa Payoh East Blk 6 (EY),Blk 6 Toa Payoh Lorong 7,1.3385868,103.8570897
311,Toa Payoh West-Thomson Blk 131 (DS) ,Blk 131 Lor 1 Toa Payoh,1.3380376,103.8432728
312,Toa Payoh West-Thomson Blk 205 (DS),Blk 205 Toa Payoh North,1.3421469,103.8482108
313,Ulu Pandan Blk 15 (CC),Blk 15 Ghim Moh Road,1.30838,103.788429
314,Ulu Pandan Blk 24 (DS),Blk 24 Ghim Moh Link,1.3095128,103.7852907
315,West Coast Blk 611 (CC),Blk 611 Clementi West Street 1,1.3038022,103.7695145
316,West Coast Blk 728 (KN),Blk 728 Clementi West St 2,1.3036513,103.7627819
317,Whampoa Blk 105 (CC),Blk 105 Jalan Rajah,1.328592,103.8540028
318,Whampoa Blk 106 (DS),Blk 106 Towner Road,1.3210859,103.8609608
319,Whampoa Blk 85 (DS),Blk 85 Whampoa Dr,1.322818,103.8564166
320,Woodgrove Blk 302 (KN),Blk 302 Woodlands St 31,1.4318415,103.7744066
321,Woodgrove Blk 302 (CC),Blk 302 Woodlands St 31,1.4318415,103.7744066
322,Woodgrove Blk 334 (CC),Blk 334 Woodlands St 32,1.4300719,103.7804694
323,Woodgrove Blk 339 (CC),Blk 339 Woodlands Avenue 1,1.4310193,103.7815558
324,Woodgrove Blk 364 (KN),Blk 364 Woodlands Ave 5,1.4342109,103.7877128
325,Woodgrove Blk 501 (KN),Blk 501 Woodlands Drive 14,1.4326896,103.7920933
326,Woodgrove Blk 571B (CC),Blk 571B Woodlands Ave 1,1.4300801,103.7906115
327,Woodgrove Blk 894D (CC),Blk 894D Woodlands Drive 50,1.4356372,103.7903614
328,Woodgrove Blk 899B (KN),Blk 899B Woodlands Dr 50,1.4361452,103.7954093
329,Woodlands Blk 604 (CC),Blk 604 Woodlands Dr 42,1.4371487,103.7963374
330,Woodlands Blk 649 (CC),Blk 649 Woodlands Ring Road,1.4389732,103.8010235
331,Woodlands Blk 652 (KN),Blk 652 Woodlands Ring Road,1.4378811,103.7995747
332,Woodlands Blk 677 (CC),Blk 677 Woodlands Avenue 6,1.4392943,103.801872
333,Woodlands Blk 801 (CC),Blk 801 Woodlands Street 81,1.441422,103.7855911
334,Woodlands Blk 824 (CC),Blk 824 Woodlands St 81,1.4394339,103.7886632
335,Woodlands Blk 853 (CC) ,Blk 824 Woodlands St 81,1.4394339,103.7886632
336,Woodlands Blk 875 (KN),Blk 875 Woodlands St 82,1.4424637,103.7897598
337,Zhenghua Blk 455A (KN),Blk 455A Segar Road,1.3877161,103.7710211
338,Zhenghua Blk 528 (KN),Blk 528 Jelapang Road,1.3851424,103.7655353
339,Zhenghua Blk 550B (EY),Blk 550B Segar Road,1.3899567,103.7672938
340,Zhenghua Blk 620 (KN),Blk 620 Bukit Panjang Ring Road,1.3858609,103.7617062
341,Zhenghua Blk 632A (CC),Blk 632A Senja Road,1.3854612,103.7580155
342,Yew Tee Blk 608 (DS),Blk 608 Choa Chu Kang St 62,1.3984471,103.7446203
343,Yew Tee Blk 682 (KN),Blk 682 Choa Chu Kang Cres,1.4026964,103.7454349
344,Yew Tee Blk 690D (KN),Blk 690D Choa Chu Kang Cresent,1.4021252,103.7520201
345,Yio Chu Kang Blk 611 (CC),Blk 611 Ang Mo Kio Ave 5,1.3783946,103.8373405
346,Yio Chu Kang Blk 644 (EY),Blk 644 Ang Mo Kio Ave 4,1.3791441,103.840978
347,Yuhua Blk 108 (CC),Blk 108 Jurong East St13,1.3382997,103.737085
348,Yuhua Blk 233 (CC),Blk 233 Jurong East St 21,1.3403469,103.7409092
349,Yuhua Blk 251 (KN) ,Blk 251 Jurong East St 24,1.3430265,103.7391085
350,Yuhua Blk 264 (CC),Blk 264 Jurong East St 24,1.3435367,103.741591
351,Yuhua Blk 317 (KN),Blk 317 Jurong East St 31,1.347154,103.7308304
